id,name,is_real_startup,country,city,sector,founded_year,website,description,employees,crunchbase_id,fiscal_year,currency,revenue,cogs,gross_profit,operating_expenses,ebitda,depreciation,ebit,interest_expense,taxes,net_income,cash,total_assets,total_liabilities,equity,mrr,arr,cac,ltv,churn_rate,customers_count,arpu,burn_rate_monthly,runway_months,gross_margin_pct
4792,Stewart Curtis and Avery,False,BR,Hernandezchester,AgriTech,2018,https://stewartcurtisandavery.com,Husband tend still kid image wall side let tree mean but.,21,stewart-curtis-and-avery,2023,USD,77485,13023,64462,8846,55616,36670,18946,774,1549,17397,14833,245086,12254,232832,,77485,354.76,1950.4,0.0684,58,110.95,11588.11,1.28,0.8319
4793,Hunt LLC,False,GB,New Tyler,Marketplaces,2010,https://huntllc.com,Trouble hot interesting candidate.,14,hunt-llc,2023,USD,668994,263566,405428,320873,84555,0,84555,6689,13379,71176,84421,464522,187468,277054,,668994,923.79,3479.06,0.0305,736,75.68,1000.0,84.42,0.606
4794,Simmons-Elliott,False,FR,Gomezport,AI/ML,2013,https://simmons-elliott.com,Walk only sit drug let sport adult see note.,18,simmons-elliott,2023,EUR,412664,169366,243298,394569,-151271,0,-151271,4126,8253,-159524,4575,353878,110452,243426,,412664,1135.17,4274.95,0.0818,1719,20.0,53312.33,0.09,0.5896
4795,Snyder Howard and Smith,False,DE,Port Jenniferport,Mobility,2015,https://snyderhowardandsmith.com,Either themselves must because sure.,28,snyder-howard-and-smith,2023,EUR,465417,216255,249162,325147,-75985,486,-76471,4654,9308,-85779,63042,314336,101582,212754,,465417,20.0,112.12,0.0737,198,195.59,1000.0,63.04,0.5354
4796,Gomez Inc,False,FR,Port Michaelside,HealthTech,2020,https://gomezinc.com,He couple reach fly throughout fall.,26,gomez-inc,2023,EUR,825274,283619,541655,371160,170495,2520,167975,8252,16505,151470,128480,700777,198504,502273,68772.83,825274,10.0,45.39,0.0541,13754,5.0,39542.17,3.25,0.6563
4797,Rivera Group,False,KE,West Ruthland,Mobility,2024,https://riveragroup.com,Water feeling third tell later agreement similar season cup.,23,rivera-group,2023,USD,4308142,1582939,2725203,3170680,-445477,0,-445477,43081,86162,-531639,84328,2431913,121595,2310318,,4308142,403.68,201.84,0.0384,7260,49.45,258658.42,0.33,0.6326
4798,Woods-Duncan,False,ZA,Lake Patrickstad,IoT,2015,https://woods-duncan.com,Popular hand end risk set order series.,23,woods-duncan,2023,USD,320116,82166,237950,273181,-35231,17718,-52949,3201,6402,-59351,219142,415510,130878,284632,,320116,697.19,3184.77,0.0065,1333,20.0,12470.15,17.57,0.7433
4799,Williams-Wolf,False,US,West Ashley,Mobility,2016,https://williams-wolf.com,Again scientist quite report attention us TV somebody risk nice.,23,williams-wolf,2023,USD,481347,158326,323021,88785,234236,725,233511,4813,9626,223885,22832,288845,72771,216074,,481347,1710.88,8781.47,0.1327,135,296.57,1000.0,22.83,0.6711
4800,Miller Reese and Luna,False,TN,Lake Jacob,AgriTech,2018,https://millerreeseandluna.com,Threat gun Republican step find consumer opportunity.,13,miller-reese-and-luna,2023,USD,2099377,377117,1722260,778799,943461,0,943461,20993,41987,901474,78333,1256586,62829,1193757,,2099377,20.0,88.08,0.013,4193,41.72,84412.44,0.93,0.8204
4801,Jones Everett and Hawkins,False,GB,Douglasbury,SaaS,2018,https://joneseverettandhawkins.com,May billion any child high society career raise always lead from.,17,jones-everett-and-hawkins,2023,USD,1239714,401995,837719,593934,243785,19992,223793,12397,24794,198999,44744,688956,34447,654509,103309.5,1239714,651.68,3598.7,0.0226,2071,49.88,32658.21,1.37,0.6757
4802,Jones and Sons,False,ZA,Melindamouth,IoT,2021,https://jonesandsons.com,Position fight sometimes be.,27,jones-and-sons,2023,USD,3223797,700991,2522806,161189,2361617,0,2361617,32237,64475,2297142,303478,2017554,625004,1392550,,3223797,20.0,138.01,0.0646,2915,92.15,29050.06,10.45,0.7826
4803,Hicks-Hernandez,False,US,Port Tina,AgriTech,2014,https://hicks-hernandez.com,Thing pass mean newspaper they step.,23,hicks-hernandez,2023,USD,563203,188148,375055,248307,126748,22280,104468,5632,11264,93204,85286,518591,26155,492436,,563203,234.04,315.18,0.0505,560,83.76,25680.98,3.32,0.6659
4804,Clark-Mathis,False,AU,Adamsfurt,AI/ML,2023,https://clark-mathis.com,Myself great career professional.,18,clark-mathis,2023,USD,1236513,435159,801354,595126,206228,0,206228,12365,24730,181498,43952,793447,55524,737923,,1236513,445.08,1981.04,0.1115,5152,20.0,65066.25,0.68,0.6481
4805,Hodges LLC,False,NG,West Katherinebury,Mobility,2018,https://hodgesllc.com,Design number guess other five own business with.,21,hodges-llc,2023,USD,968827,357440,611387,102728,508659,26604,482055,9688,19376,462679,26443,655073,166465,488608,,968827,20.0,12.82,0.0916,254,316.79,1000.0,26.44,0.6311
4806,Ruiz and Sons,False,BR,Parkside,EdTech,2018,https://ruizandsons.com,Outside data create detail stage benefit thus consumer true.,17,ruiz-and-sons,2023,USD,596906,340503,256403,321637,-65234,0,-65234,5969,11938,-77172,33222,511475,161592,349883,49742.17,596906,206.18,1398.55,0.022,1658,30.0,24367.46,1.36,0.4296
4807,Mcdonald Ltd,False,EG,North Amandaview,Cybersecurity,2023,https://mcdonaldltd.com,Manager oil admit change beyond support face notice article while.,19,mcdonald-ltd,2023,USD,1695410,378943,1316467,1083431,233036,8638,224398,16954,33908,190490,168345,1148575,563206,585369,,1695410,449.09,1641.05,0.1113,550,256.57,110270.8,1.53,0.7765
4808,Ballard-Hickman,False,NG,Dixonmouth,AI/ML,2010,https://ballard-hickman.com,Current body deep conference tend all discuss service early.,25,ballard-hickman,2023,USD,139569,52461,87108,28172,58936,0,58936,1395,2791,56145,18426,142176,7108,135068,,139569,1118.72,2810.51,0.0225,78,147.99,1000.0,18.43,0.6241
4809,Reed Williams and Harrington,False,FR,East Gina,Energy,2010,https://reedwilliamsandharrington.com,Sing a win individual win student rate.,22,reed-williams-and-harrington,2023,EUR,2981550,1307210,1674340,1543287,131053,46479,84574,29815,59631,24943,332067,1928349,482900,1445449,,2981550,751.99,2116.52,0.0463,2697,92.1,111142.41,2.99,0.5616
4810,Navarro Beck and Wilkins,False,TN,Donovanbury,HealthTech,2008,https://navarrobeckandwilkins.com,Matter per herself media floor again.,16,navarro-beck-and-wilkins,2023,USD,577395,262588,314807,233356,81451,0,81451,5773,11547,69904,25475,445824,213502,232322,48116.25,577395,201.96,201.96,0.0631,1019,47.18,1000.0,25.48,0.5452
4811,Ware Shea and Reese,False,GB,Richardview,AI/ML,2011,https://waresheaandreese.com,Throw nor she day whom coach trip so hot west.,20,ware-shea-and-reese,2023,USD,1505212,796541,708671,1043320,-334649,19494,-354143,15052,30104,-384247,115110,1061053,53052,1008001,,1505212,1208.24,5232.87,0.0385,6271,20.0,77738.49,1.48,0.4708
4812,Jackson-Stewart,False,GB,North Carolland,EdTech,2022,https://jackson-stewart.com,Lot under Republican nor again who letter red activity.,21,jackson-stewart,2023,USD,725016,358041,366975,601737,-234762,0,-234762,7250,14500,-249262,7416,451309,340078,111231,60418.0,725016,293.23,1572.89,0.0056,1042,57.97,32905.55,0.23,0.5062
4813,White-Morris,False,FR,North Sharonfort,SaaS,2021,https://white-morris.com,Particularly let example national order within up current.,19,white-morris,2023,EUR,410407,126002,284405,235910,48495,16575,31920,4104,8208,23712,11822,222796,40905,181891,34200.58,410407,433.54,1093.57,0.001,708,48.28,8612.06,1.37,0.693
4814,Floyd Walker and Ibarra,False,EG,Daniellefort,HealthTech,2024,https://floydwalkerandibarra.com,Less risk picture information.,26,floyd-walker-and-ibarra,2023,USD,270623,83984,186639,212547,-25908,10465,-36373,2706,5412,-41785,26307,267514,123600,143914,22551.92,270623,540.72,3807.6,0.0488,4510,5.0,19259.74,1.37,0.6897
4815,Acosta Group,False,EG,Huangberg,HealthTech,2021,https://acostagroup.com,Day suffer some ten east audience believe rule foot.,21,acosta-group,2023,USD,955383,529270,426113,812712,-386599,0,-386599,9553,19107,-405706,28852,581262,271526,309736,79615.25,955383,584.71,1842.22,0.0481,15923,5.0,64774.85,0.45,0.446
4816,Huffman Taylor and Velasquez,False,TN,Gibbsville,SaaS,2017,https://huffmantaylorandvelasquez.com,Well raise range environmental audience part in Democrat address.,19,huffman-taylor-and-velasquez,2023,USD,3300459,950764,2349695,1479298,870397,23238,847159,33004,66009,781150,149155,1996354,846473,1149881,275038.25,3300459,642.8,1456.96,0.03,2267,121.29,100962.29,1.48,0.7119
4817,Johnson-Weaver,False,FR,Catherinehaven,Energy,2017,https://johnson-weaver.com,Different fish and their window personal player drug.,29,johnson-weaver,2023,EUR,1064709,404355,660354,295758,364596,0,364596,10647,21294,343302,20756,553200,96503,456697,,1064709,20.0,66.85,0.001,721,122.9,39703.02,0.52,0.6202
4818,Pace Ltd,False,ZA,Port Annafurt,Marketplaces,2016,https://paceltd.com,Everyone option truth agency care official first capital.,13,pace-ltd,2023,USD,2282748,679814,1602934,813432,789502,15228,774274,22827,45654,728620,148966,1448078,619877,828201,,2282748,313.58,890.01,0.0308,4672,40.71,77978.98,1.91,0.7022
4819,Austin-Mason,False,NG,Brownburgh,E-commerce,2019,https://austin-mason.com,Art team organization couple yet Republican small again.,20,austin-mason,2023,USD,1188884,501573,687311,864418,-177107,2186,-179293,11888,23777,-203070,136565,845907,399362,446545,,1188884,744.24,2541.03,0.0259,398,248.49,74409.41,1.84,0.5781
4820,Shepherd PLC,False,KE,Port Douglas,Marketplaces,2013,https://shepherdplc.com,Democrat special member front class born economy life.,16,shepherd-plc,2023,USD,209872,56917,152955,191135,-38180,18472,-56652,2098,4197,-60849,3276,220281,101829,118452,,209872,20.0,84.25,0.0373,874,20.0,18518.73,0.18,0.7288
4821,Morrow-Griffin,False,GB,Michellebury,AgriTech,2024,https://morrow-griffin.com,Help beat allow nearly both modern.,15,morrow-griffin,2023,USD,1422914,96773,1326141,364342,961799,21298,940501,14229,28458,912043,35851,811180,257759,553421,,1422914,1631.61,5865.0,0.2095,5928,20.0,36293.19,0.99,0.932
4822,Smith LLC,False,BR,Lake Davidmouth,EdTech,2019,https://smithllc.com,Drug they sense only hot.,19,smith-llc,2023,USD,533510,186780,346730,188117,158613,40784,117829,5335,10670,107159,34229,491008,257842,233166,44459.17,533510,473.49,998.53,0.0338,1150,38.64,23473.71,1.46,0.6499
4823,Lynch and Sons,False,NG,Robertsfort,IoT,2016,https://lynchandsons.com,Admit after factor help authority grow carry to check.,18,lynch-and-sons,2023,USD,1073217,266984,806233,686539,119694,15827,103867,10732,21464,82403,48568,611767,162129,449638,,1073217,20.0,72.56,0.1959,287,311.02,70425.48,0.69,0.7512
4824,Ross Inc,False,EG,Katherinestad,Mobility,2014,https://rossinc.com,Size fight production role economy enough off itself feeling tell.,27,ross-inc,2023,USD,2321555,1030980,1290575,363485,927090,0,927090,23215,46431,880659,173671,1353733,67686,1286047,,2321555,20.0,39.43,0.05,668,289.3,1000.0,173.67,0.5559
4825,Newton Thomas and Thomas,False,CA,Lake Christinahaven,Cybersecurity,2012,https://newtonthomasandthomas.com,Son idea until process term than know arm.,15,newton-thomas-and-thomas,2023,USD,649241,389318,259923,239538,20385,3173,17212,6492,12984,4228,8529,518194,25909,492285,,649241,1075.87,1778.27,0.1646,216,249.56,1000.0,8.53,0.4003
4826,Gonzales PLC,False,GB,North Robertside,AI/ML,2023,https://gonzalesplc.com,Check allow couple health it.,11,gonzales-plc,2023,USD,923810,381607,542203,368998,173205,0,173205,9238,18476,154729,42276,570100,115434,454666,,923810,1388.34,8451.9,0.0327,246,312.25,56142.77,0.75,0.5869
4827,Murray-Marsh,False,US,North Tracey,E-commerce,2021,https://murray-marsh.com,Crime people under personal safe feeling sit total.,26,murray-marsh,2023,USD,1521186,511683,1009503,930364,79139,9687,69452,15211,30423,39029,131044,955394,102318,853076,,1521186,708.27,2261.74,0.001,6338,20.0,81879.48,1.6,0.6636
4828,Hayes LLC,False,GB,Stephenhaven,HealthTech,2023,https://hayesllc.com,Best first he drop movement letter want wall race project.,25,hayes-llc,2023,USD,800599,287717,512882,465974,46908,0,46908,8005,16011,30897,83436,587309,266077,321232,66716.58,800599,36.43,221.37,0.0222,1599,41.7,77195.11,1.08,0.6406
4829,Anderson-Pennington,False,FR,South Juliaberg,SaaS,2017,https://anderson-pennington.com,Box ability court yes light degree.,20,anderson-pennington,2023,EUR,529605,120508,409097,177162,231935,9720,222215,5296,10592,211623,65851,459104,22955,436149,44133.75,529605,10.0,25.29,0.0221,612,72.05,44563.61,1.48,0.7725
4830,Smith-Rodriguez,False,ZA,Jacobbury,EdTech,2014,https://smith-rodriguez.com,Each seven board explain point almost.,20,smith-rodriguez,2023,USD,1250942,476156,774786,746273,28513,0,28513,12509,25018,3495,1004439,1636994,490284,1146710,104245.17,1250942,142.59,411.06,0.001,1196,87.13,43766.88,22.95,0.6194
4831,Freeman and Sons,False,ZA,Jeffreyport,Fintech,2022,https://freemanandsons.com,Address low ready field issue parent.,20,freeman-and-sons,2023,USD,2488913,490120,1998793,124445,1874348,5151,1869197,24889,49778,1819419,98984,1441278,601875,839403,,2488913,20.0,104.26,0.07,942,220.02,22883.09,4.33,0.8031
4832,Baldwin Inc,False,CA,Carlaborough,Fintech,2009,https://baldwininc.com,Type woman east crime high along.,17,baldwin-inc,2023,USD,728948,105051,623897,258148,365749,0,365749,7289,14578,351171,100251,514812,175537,339275,,728948,20.0,103.23,0.0528,762,79.7,20747.81,4.83,0.8559
4833,Wolfe-Hernandez,False,KE,Lake Shannonland,Mobility,2013,https://wolfe-hernandez.com,Guess public response majority whose.,21,wolfe-hernandez,2023,USD,1074963,420423,654540,53748,600792,6812,593980,10749,21499,572481,158229,764327,38216,726111,,1074963,1968.41,1530.95,0.0522,778,115.03,54906.34,2.88,0.6089
4834,Thompson Young and Boone,False,FR,Amandafurt,E-commerce,2015,https://thompsonyoungandboone.com,Water small remain television mean country within.,25,thompson-young-and-boone,2023,EUR,484386,274389,209997,452802,-242805,2037,-244842,4843,9687,-254529,9435,444623,193962,250661,,484386,20.0,63.48,0.0753,501,80.56,19316.64,0.49,0.4335
4835,Lewis Kim and Carpenter,False,CA,Ericborough,Marketplaces,2008,https://lewiskimandcarpenter.com,Account great series group authority stuff product.,7,lewis-kim-and-carpenter,2023,USD,786933,260698,526235,295275,230960,19459,211501,7869,15738,195763,35764,616989,281974,335015,,786933,1447.97,3572.9,0.0885,580,112.88,17657.05,2.03,0.6687
4836,Meyer Murillo and Moore,False,DE,Lake Lisaland,AgriTech,2017,https://meyermurilloandmoore.com,Medical pick part attention turn yourself.,23,meyer-murillo-and-moore,2023,EUR,283505,108339,175166,14891,160275,16351,143924,2835,5670,138254,16357,168160,86886,81274,,283505,184.59,417.5,0.1447,1181,20.0,6011.0,2.72,0.6179
4837,Harrison-Johnson,False,TN,Port Tony,IoT,2017,https://harrison-johnson.com,Lead from many forget plant.,18,harrison-johnson,2023,USD,326051,129861,196190,231399,-35209,0,-35209,3260,6521,-41730,31833,341218,101081,240137,,326051,418.42,1559.49,0.1139,374,72.5,7477.58,4.26,0.6017
4838,Montoya-Kim,False,CA,North Jennifer,IoT,2020,https://montoya-kim.com,Research scientist year election board study growth experience way.,21,montoya-kim,2023,USD,692741,104382,588359,156828,431531,0,431531,6927,13854,417677,7083,490523,233081,257442,,692741,1363.88,1574.22,0.1145,291,197.82,58792.37,0.12,0.8493
4839,Stafford-Rogers,False,IN,West Shelby,AI/ML,2014,https://stafford-rogers.com,Democratic understand small bring white.,22,stafford-rogers,2023,USD,608583,336382,272201,201428,70773,4224,66549,6085,12171,54378,19122,453405,105989,347416,,608583,270.0,135.0,0.0471,993,51.07,59568.59,0.32,0.4473
4840,Yu PLC,False,FR,Michaelview,IoT,2012,https://yuplc.com,First up foot hospital alone language recently.,20,yu-plc,2023,EUR,989524,384009,605515,806602,-201087,29388,-230475,9895,19790,-250265,34609,698625,249248,449377,,989524,713.86,1575.23,0.0764,4123,20.0,63512.2,0.54,0.6119
4841,Jefferson-Hebert,False,FR,East Danielview,Cybersecurity,2014,https://jefferson-hebert.com,Two he marriage area rock green edge evidence decision.,17,jefferson-hebert,2023,EUR,152321,66724,85597,99220,-13623,21626,-35249,1523,3046,-38295,8983,114973,66488,48485,,152321,20.0,85.96,0.001,73,172.69,51087.07,0.18,0.562
4842,Thompson Brown and Rice,False,IN,South Luis,HealthTech,2016,https://thompsonbrownandrice.com,Series effort control old if difference.,15,thompson-brown-and-rice,2023,USD,424896,109834,315062,21244,293818,0,293818,4248,8497,285321,13688,376441,27142,349299,35408.0,424896,125.87,538.38,0.001,530,66.73,14531.65,0.94,0.7415
4843,Johnson-Pena,False,KE,New Michaelland,Fintech,2012,https://johnson-pena.com,Step parent stage star quickly continue.,19,johnson-pena,2023,USD,535317,215248,320069,202858,117211,22266,94945,5353,10706,84239,27326,435690,21784,413906,,535317,20.0,87.35,0.0367,195,227.61,31411.28,0.87,0.5979
4844,Moore Ltd,False,AU,Garciaside,AI/ML,2020,https://mooreltd.com,Single girl base travel must thank realize.,19,moore-ltd,2023,USD,846979,239526,607453,391653,215800,20089,195711,8469,16939,178772,10523,546006,317983,228023,,846979,1398.74,1700.45,0.1313,3529,20.0,34734.45,0.3,0.7172
4845,Moore Inc,False,CA,Williamland,IoT,2016,https://mooreinc.com,Commercial lot make customer TV agreement.,16,moore-inc,2023,USD,229661,43006,186655,88567,98088,656,97432,2296,4593,92839,46277,332666,78978,253688,,229661,20.0,50.5,0.089,77,245.54,1000.0,46.28,0.8127
4846,Dickerson-Daniel,False,AU,West Margaretstad,Cybersecurity,2023,https://dickerson-daniel.com,Director I point keep present minute what.,19,dickerson-daniel,2023,USD,1088421,411874,676547,778306,-101759,11249,-113008,10884,21768,-134776,30926,760884,477093,283791,,1088421,546.83,3532.25,0.0205,798,113.66,90977.85,0.34,0.6216
4847,Hoffman and Sons,False,DE,South Jennymouth,HealthTech,2008,https://hoffmanandsons.com,Or it class under education technology.,24,hoffman-and-sons,2023,EUR,203817,51846,151971,43641,108330,0,108330,2038,4076,104254,26125,279744,96274,183470,16984.75,203817,10.0,75.13,0.0742,3323,5.11,13933.8,1.87,0.7456
4848,Pierce-Martinez,False,AU,South Cameron,EdTech,2014,https://pierce-martinez.com,Rather spend human outside late represent claim partner.,13,pierce-martinez,2023,USD,551842,72209,479633,101273,378360,0,378360,5518,11036,367324,29288,427810,258954,168856,45986.83,551842,47.75,326.73,0.0169,692,66.37,6358.25,4.61,0.8691
